1,0,0,0,0,0,2,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,52741,0,0,0,0,0,0,0,0,0,0,138,0,0,0,0,1769,0,0,0,0,0,1,0,0,16,220,32,52474,0,0,0,0,52753,52732,0,0,0,0,0,0,0,2,0,0,47,0,0,0,1,0,0,104578,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,46,0,0,0,0,0,1,0,0,1,0,0,749,0,35,0,0,0,0,0,0,0,4,0,619,0,1,0,283,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,208,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,41147,408,0,131986,626,0,0,0,0,0,0,0,0,4,0,2,0,2,1,2,0,0,0,0,11,1,0,0,18712,0,0,0,0,0,0,1,0,0,0,0,0,0,17,6,0,0,0,17,0,8,0,340,0,0,0,5,0,0,0,0,0,435,0,0,37,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2069,0,0,37655,0,0,0,0,0,3624,0,0,0,0,0,0,6832,0,7,0,0,0,18,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,2,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,52305,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,1767,0,0,0,0,0,1,0,0,14,250,30,52014,0,0,0,0,52311,52281,0,0,0,0,0,0,0,2,0,0,42,0,0,0,1,0,0,103688,0,0,34,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,47,0,0,0,0,0,1,0,0,1,0,0,750,0,35,0,0,0,0,0,0,0,4,0,614,0,0,0,286,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,209,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,0,44388,396,0,129978,622,0,0,0,0,0,0,0,0,4,0,2,0,2,2,2,0,0,0,0,12,0,0,0,16610,0,0,0,0,0,0,1,0,0,0,0,0,0,15,6,0,0,0,16,0,72,0,339,0,0,0,5,0,0,0,0,0,434,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1570,0,0,37618,0,0,0,0,0,3630,0,0,0,0,0,0,6284,0,7,0,0,0,16,0,1,0,0,0,0,1,0,0,0
1,0,0,0,0,0,11,4,1,0,0,0,10,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,69,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,1,142,0,0,0,0,1882,0,0,0,0,0,14,0,0,1,727,0,824,0,0,0,0,10,5,0,0,0,0,0,0,0,6,0,0,72,2,0,0,1,0,0,31,0,0,146,0,0,0,0,0,13,0,0,1,0,1,0,0,2,4,54,0,0,0,0,9,5,0,0,8,0,0,795,0,7,3,0,0,0,0,0,0,4,0,990,0,0,0,290,0,0,0,0,0,0,0,0,0,74,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,85,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,25,0,0,2,59,76,0,1583,140,0,0,0,0,0,0,0,0,20,0,4,0,4,0,7,0,0,0,0,14,2,0,0,18978,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,2,0,12,0,361,0,0,0,15,0,0,0,0,0,413,0,1,71,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,23645,0,0,39366,0,0,0,0,0,3866,0,0,0,0,0,0,6978,0,14,0,0,0,2,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,15,4,1,0,0,0,268,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,110,0,1,0,1,1,0,0,35549,4,0,0,0,0,0,0,0,0,1,368,0,0,0,0,1789,0,0,0,0,0,38,0,0,4,288,34,36946,0,0,0,0,35407,35398,0,0,0,0,0,0,0,3,0,0,45,0,0,0,2,0,0,72843,0,0,220,0,0,0,0,0,4,0,0,23,0,0,0,0,2,3,82,0,25,0,0,8,95,0,0,744,0,0,1028,0,32,2,0,0,0,0,0,0,4,0,2758,0,1,0,300,1,0,0,0,0,0,0,0,0,74,0,2,0,22,0,0,0,913,0,0,0,0,1,0,0,265,1,0,0,0,0,0,0,0,28,33,0,0,5,0,0,0,0,0,5,0,0,5,40918,335,0,130219,528,0,0,0,0,0,0,3,0,1050,0,8,0,14,222,8,0,0,0,0,22,7,0,0,23743,0,0,7,0,0,0,20,0,0,0,0,0,0,24,4,0,0,0,11,0,144,0,382,24,0,0,13,0,0,0,0,0,435,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1927,0,0,37805,0,0,0,0,0,3658,0,0,0,0,4,0,8986,0,5,0,0,0,39,0,21,0,0,0,0,1,0,0,0
1,0,0,0,0,0,15,0,1,0,0,0,273,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,112,0,1,0,1,1,0,0,35000,4,0,0,0,0,0,0,0,0,1,391,0,0,0,0,1788,0,0,0,0,0,38,0,0,2,291,32,36646,0,0,0,0,34954,34937,0,0,0,0,0,0,0,7,0,0,84,0,0,0,2,0,0,71984,0,0,154,0,0,0,0,0,3,0,0,23,0,0,0,0,2,3,90,0,25,0,0,8,1,0,0,731,0,0,1067,0,29,2,0,0,0,0,0,0,4,0,2798,0,1,0,286,1,0,0,0,0,0,0,0,0,88,0,2,0,22,0,0,0,913,0,0,0,0,0,0,0,396,1,0,0,0,0,0,0,0,28,33,0,0,5,0,0,0,0,0,0,0,0,7,32502,295,0,100387,464,0,0,0,0,0,0,3,0,1049,0,12,0,25,222,12,0,0,0,0,16,12,0,0,7560,0,0,7,0,0,0,20,0,0,0,0,0,0,22,8,0,0,0,22,0,54,0,366,24,0,0,17,0,0,0,0,0,435,0,0,51,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1611,0,0,37910,0,0,0,0,0,3674,0,0,0,0,2,0,7372,0,5,0,0,0,37,0,21,0,0,0,0,1,0,0,0
1,0,0,0,0,0,20,0,0,0,0,0,274,2,0,0,0,0,0,0,0,0,0,1642,0,0,0,0,0,5,0,0,0,0,821,0,0,1732,822,0,0,0,0,0,0,0,0,0,15136,0,0,0,0,1911,0,0,0,0,0,4095,0,0,4,3701,8188,9829,0,0,0,0,2528,40,0,0,0,0,0,0,0,0,0,0,92,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,28,0,0,824,0,0,0,0,2,3,1683,0,824,0,0,0,1,0,0,0,0,0,5477,0,10,0,0,0,0,0,0,0,4,0,5624,0,0,0,289,0,0,0,0,0,0,0,0,0,2,0,0,0,822,0,0,0,0,0,0,0,0,4,0,0,58,0,0,0,0,0,0,0,0,1,9,0,0,2460,0,0,0,0,0,0,0,0,0,60,113,0,9346,169,0,0,0,0,0,0,1,0,4,0,26,0,27,0,26,0,0,0,0,360,0,0,0,7673,0,0,1643,0,0,0,2,0,0,0,0,0,0,5,8,0,0,0,0,0,50,0,10355,3,0,0,26,0,820,0,0,0,435,0,0,869,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,109,0,0,42264,0,0,0,0,0,3918,0,0,0,0,80,0,7358,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,472,0,5,0,0,0,23,2,0,0,0,0,0,0,0,0,0,30373,0,0,0,0,0,4880,0,0,0,0,15169,0,0,30656,15201,0,0,0,0,0,0,0,0,0,190778,0,0,0,0,1689,0,0,0,0,0,76867,0,0,2,21189,150891,176812,0,0,0,0,45864,448,0,0,0,0,0,0,0,737,29,0,85,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,39,0,0,16449,0,60,0,0,2,10,16899,0,16996,0,0,0,1,0,297,0,0,178,97907,0,105,30,0,0,0,0,0,0,11,30,109957,0,1,0,325,30,0,0,1,0,0,0,0,0,3010,0,269,0,16295,0,30,0,150,0,0,0,60,1442,0,0,5690,60,0,0,0,0,0,0,30,1366,2977,0,0,45453,0,0,0,0,0,30,60,0,9,217,1139,0,149077,1791,0,0,0,0,0,0,31,0,2176,0,81,0,237,0,111,0,0,0,0,386,79,0,0,7518,0,0,30410,0,0,0,1288,0,25,0,25,0,0,1276,10,0,0,0,80,0,130,0,181447,1426,0,0,530,0,15174,0,0,0,435,0,0,15233,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4152,0,0,81958,0,0,0,0,0,3488,0,0,0,0,20,0,6388,0,63,0,0,0,2749,0,1274,0,0,0,0,0,0,0,0
1,0,0,0,0,0,6,4,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,67,0,0,0,0,1,0,0,52783,2,0,0,0,0,0,0,0,0,1,234,0,0,0,0,1797,0,0,0,0,0,9,0,0,14,268,30,53000,0,0,0,0,52646,52606,0,0,0,0,0,0,0,0,0,0,81,0,0,0,2,0,0,104413,0,0,123,0,0,0,0,0,3,0,0,8,0,0,0,0,2,0,62,0,7,0,0,8,1,0,0,6,0,0,1126,0,36,2,0,0,0,0,0,0,4,0,1260,0,0,0,305,1,0,0,0,0,0,0,0,0,49,0,1,0,10,0,0,0,0,0,0,0,0,6,0,0,229,0,0,0,0,0,0,0,0,10,9,0,0,2,0,0,0,0,0,8,0,0,0,42000,408,0,125119,632,0,0,0,0,0,0,1,0,14,0,11,0,15,1,11,0,0,0,0,53,1,0,0,25800,0,0,3,0,0,0,6,0,0,0,0,0,0,20,4,0,0,0,17,0,47,0,411,6,0,0,11,0,0,0,0,0,416,0,0,29,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,2506,0,0,37821,0,0,0,0,0,3700,0,0,0,0,4,0,9088,0,33,0,0,0,21,0,7,0,0,0,0,1,0,0,0
1,0,0,0,0,0,4,0,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,0,0,0,0,53717,1,0,0,0,0,0,0,0,0,0,176,0,0,0,0,1797,0,0,0,0,0,2,0,0,14,187,28,53812,0,0,0,0,53586,53553,0,0,0,0,0,0,0,2,0,0,39,0,0,0,1,0,0,106276,0,0,115,0,0,0,0,0,0,0,0,4,0,0,0,0,2,2,54,0,3,0,0,0,1,0,0,1,0,0,1141,0,37,0,0,0,0,0,0,0,4,0,1118,0,0,0,301,0,0,0,0,0,0,0,0,0,29,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,226,0,0,0,0,0,0,0,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,46110,413,0,140720,647,0,0,0,0,0,0,1,0,6,0,4,0,6,2,4,0,0,0,0,39,0,0,0,17219,0,0,1,0,0,0,3,0,0,0,0,0,0,16,4,0,0,0,16,0,34,0,408,2,0,0,80,0,0,0,0,0,431,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2545,0,0,37357,0,0,0,0,0,3684,0,0,0,0,0,0,6296,0,31,0,0,0,17,0,3,0,0,0,0,1,0,0,0
1,0,0,0,0,0,30,0,2,0,0,0,597,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,116,0,2,0,2,4,0,0,53898,15,0,0,0,0,0,0,0,0,2,906,0,6,0,0,1779,0,0,0,0,0,86,0,2,7,502,100,55762,0,0,1,0,53881,53841,0,0,0,0,0,0,0,8,0,0,124,0,0,0,8,0,0,110631,0,0,119,0,0,0,0,0,21,0,0,41,0,0,0,0,2,6,112,0,41,0,0,16,1,0,1,1110,0,0,1375,0,44,4,0,0,0,0,0,0,9,0,4760,0,2,0,296,2,0,0,0,0,0,0,0,0,179,0,8,0,38,0,0,0,1828,0,0,0,0,7,0,0,683,4,0,0,0,0,0,0,0,37,55,0,0,19,0,0,0,0,0,0,0,0,12,51235,446,0,165043,692,0,0,0,0,0,0,9,0,2090,0,32,0,60,478,28,0,0,0,0,23,0,0,0,6809,0,0,16,0,0,0,33,0,0,0,0,0,10,40,8,0,0,0,23,0,59,0,454,38,0,0,37,0,3,0,0,0,432,0,0,49,0,1,0,0,0,0,0,0,0,10,0,5,0,0,0,0,0,3524,0,0,37201,0,0,0,0,0,3638,0,0,0,0,0,0,6470,1,28,0,0,0,72,0,35,0,0,0,0,2,0,0,0
1,0,0,0,0,0,30,0,0,0,0,0,679,2,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,101,0,2,0,2,4,0,0,54644,15,0,0,0,0,0,0,0,0,2,607,0,6,0,0,1784,0,0,0,0,0,83,0,0,0,309,96,56235,0,0,0,0,54660,54642,0,0,0,0,0,0,0,4,0,0,84,0,0,0,8,0,0,111820,0,0,94,0,0,0,0,0,6,0,0,37,0,0,0,0,2,0,87,0,37,0,0,16,1,0,0,923,0,0,1167,0,44,4,0,0,0,0,0,0,4,0,4236,0,2,0,291,2,0,0,0,0,0,0,0,0,149,0,6,0,35,0,0,0,1742,0,0,0,0,0,0,0,514,4,0,0,0,0,0,0,0,33,48,0,0,19,0,0,0,0,0,0,0,0,10,53832,447,0,168721,704,0,0,0,0,0,0,9,0,1990,0,13,0,31,412,13,0,0,0,0,12,0,0,0,8569,0,0,15,0,0,0,29,0,0,0,0,0,10,29,4,0,0,0,20,0,21,0,408,33,0,0,23,0,3,0,0,0,435,0,0,32,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2413,0,0,37584,0,0,0,0,0,3662,0,0,0,0,0,0,8406,1,8,0,0,0,60,0,31,0,0,0,0,2,0,0,0
1,0,0,0,0,0,13,0,2,0,0,0,394,2,0,0,0,0,0,0,0,0,0,2639,0,0,0,0,0,53,0,1,0,1,1319,0,0,55418,1325,0,0,0,0,0,0,0,0,1,24420,0,3,0,0,1785,0,0,0,0,0,6592,0,0,2,5849,13138,68294,0,0,0,0,56738,52767,0,0,0,0,0,0,0,5,0,0,51,0,0,0,4,0,0,106852,0,0,45,0,0,0,0,0,25,0,0,1338,0,0,0,0,2,2,2714,0,1330,0,0,8,1,0,0,537,0,0,7517,0,50,2,0,0,0,0,0,0,4,0,10275,0,1,0,302,1,0,0,0,0,0,0,0,0,90,0,3,0,1335,0,0,0,799,0,0,0,0,2,0,0,500,2,0,0,0,0,0,0,0,17,24,0,0,3938,0,0,0,0,0,2,0,0,7,55688,546,0,168766,844,0,0,0,0,0,0,5,0,898,0,8,0,23,229,8,0,0,0,0,16,36,0,0,23859,0,0,2642,0,0,0,15,0,0,0,0,0,5,17,10,0,0,0,12,0,13,0,16156,14,0,0,12,0,1311,0,0,0,430,0,0,1372,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,3355,0,0,42308,0,0,0,0,0,3682,0,0,0,0,0,0,9284,1,26,0,0,0,32,0,16,0,0,0,0,1,0,0,0
1,0,0,0,0,0,1,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,31162,0,0,0,0,0,2,0,0,0,0,15580,0,0,31175,15580,0,0,0,0,0,0,0,0,0,160309,0,0,0,0,1714,0,0,0,0,0,77592,0,0,1,188,155184,156416,0,0,0,0,46747,1,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,15581,0,0,0,0,2,3,15654,0,15580,0,0,0,1,0,0,0,0,0,78546,0,94,0,0,0,0,0,0,0,4,0,94087,0,1,0,285,0,0,0,1,0,0,0,0,0,2,0,0,0,15582,0,0,0,0,0,0,0,0,1,0,0,547,0,0,0,0,0,0,0,0,0,2,0,0,46737,0,0,0,0,0,0,0,0,1,61,1065,0,151847,1659,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,1,0,0,0,22123,0,0,31162,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,7,0,186663,1,0,0,3,0,15579,0,0,0,434,0,0,15611,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4564,0,0,84142,0,0,0,0,0,3554,0,0,0,0,0,0,8070,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,580,0,6,0,0,0,34,2,0,0,0,0,0,0,0,0,0,2664,0,0,0,0,0,5860,0,0,0,0,1319,0,0,3093,1354,0,0,0,0,0,0,0,0,0,65759,0,0,0,0,1826,0,0,0,0,0,8351,0,0,19,31955,13321,44958,0,0,0,0,4399,599,0,0,0,0,0,0,0,880,35,0,108,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,89,0,0,2852,0,70,0,0,2,21,4724,0,3516,0,0,0,1,0,359,0,0,215,33291,0,29,35,0,0,0,0,0,0,8,35,30946,0,6,0,337,36,0,0,0,0,0,0,0,0,3652,0,335,0,2674,0,35,0,183,0,0,0,70,1741,0,0,6270,71,0,0,0,0,0,0,35,1638,3597,0,0,3954,0,0,0,0,0,36,71,0,8,257,293,0,16663,460,0,0,0,0,0,0,36,0,2636,0,92,0,277,0,128,0,0,0,0,661,142,0,0,10455,0,0,2710,0,0,1,1550,0,32,0,32,0,0,1551,10,0,0,0,101,0,158,0,16462,1703,0,0,637,0,1318,0,0,0,434,0,0,1409,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,182,0,0,43437,0,0,0,0,0,3756,0,0,0,0,64,0,8547,0,87,0,0,0,3326,0,1532,0,0,0,0,0,0,0,0
1,0,0,0,0,0,338,0,3,0,0,0,338,2,0,0,0,0,0,0,0,0,0,30213,0,0,0,0,0,3446,0,0,0,0,15096,0,0,30435,15117,0,0,0,0,0,0,0,0,0,180128,0,0,0,0,1698,0,0,0,0,0,76200,0,0,0,14536,150332,169226,0,0,0,0,45541,312,0,0,0,0,0,0,0,517,22,0,93,0,0,0,0,0,0,141,0,0,7,0,0,0,0,0,30,0,0,16013,0,42,0,0,2,8,16348,0,16420,0,0,0,13,0,217,0,0,132,91116,0,100,21,0,0,0,0,0,0,11,21,104255,0,0,0,325,20,0,0,0,0,0,0,0,0,2175,0,186,0,15905,0,21,0,108,0,0,0,42,990,0,0,4230,42,0,0,0,0,0,0,21,974,2167,0,0,45247,0,0,0,0,0,21,43,0,6,172,1100,0,147767,1728,0,0,0,0,0,0,21,0,1548,0,62,0,170,0,82,0,0,0,0,254,57,0,0,7074,0,0,30236,0,0,0,918,0,16,0,16,0,0,912,10,0,0,0,53,0,106,0,180792,1042,0,0,380,0,15101,0,0,0,431,0,0,15183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4168,0,0,81681,0,0,0,0,0,3508,0,0,0,0,14,0,6190,0,47,0,0,0,1982,0,912,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,2,0,0,0,10,2,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,771,0,0,55,771,0,0,0,0,0,0,0,0,0,14349,0,0,0,0,1883,0,0,0,0,0,3866,0,2,7,3436,7728,6938,0,0,1,0,29,5,0,0,0,0,0,0,0,6,0,0,103,0,0,0,771,0,0,3140,0,0,0,0,0,0,0,0,15,0,0,774,0,0,0,0,2,4,1597,0,771,0,0,0,1,0,1,0,0,0,4605,0,11,0,0,0,0,0,0,0,9,0,5387,0,0,0,293,0,0,0,0,0,0,0,0,0,1561,0,2,0,775,0,0,0,0,0,0,0,0,7,0,0,66,0,0,0,0,0,0,0,0,2,3,0,0,2310,0,0,0,0,0,0,0,0,2,22974,123,0,8809,186,0,0,0,0,0,0,0,0,14,0,23,0,26,771,19,0,0,0,0,11,0,0,0,6557,0,0,1543,0,0,0,2,0,0,0,0,0,0,9,8,0,0,0,3,0,49,0,9616,1,0,0,21,0,770,0,0,0,437,0,0,816,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,196,0,0,41354,0,0,0,0,0,3870,0,0,0,0,0,0,6463,0,20,0,0,0,11,0,2,0,0,0,0,0,0,0,0
